3,3,2
4,3,6
5,3,10
6,3,11
7,4,1
8,4,2
9,4,6
10,4,10
11,5,4
12,5,6
13,5,9
14,5,10
15,5,11
16,6,7
17,6,8
18,6,10
19,6,11
20,7,4
21,7,10
22,8,4
23,8,10
24,9,1
25,9,2
26,9,5
27,9,10
28,9,11
29,10,4
30,10,10
31,11,1
32,11,10
33,11,11
34,12,1
35,12,2
36,12,5
37,12,10
38,12,11
39,13,6
40,13,10
41,14,5
42,14,10
43,15,1
44,15,5
45,15,10
46,15,11
47,16,2
48,16,5
49,16,6
50,16,9
51,16,10
52,17,1
53,17,5
54,17,6
55,17,10
56,18,10
57,19,5
58,19,6
59,19,7
60,19,8
61,19,10
62,19,11
63,20,2
64,20,6
65,20,10
66,21,1
67,22,1
68,22,4
69,22,10
70,23,10
71,24,4
72,24,10
73,25,1
74,25,6
75,26,1
76,26,10
77,26,11
78,27,2
79,27,5
80,27,6
81,27,7
82,27,8
83,27,10
84,28,1
85,28,2
86,28,5
87,28,6
88,28,10
89,28,11
90,29,2
91,29,5
92,29,10
93,29,11
94,30,1
95,30,7
96,30,10
97,31,5
98,32,2
99,32,5
100,32,10
101,32,11
102,33,1
103,34,1
104,34,2
105,34,5
106,34,6
107,34,10
108,34,11
109,35,5
110,35,10
111,36,5
112,36,10
113,37,1
114,37,6
115,37,7
116,37,10
117,38,1
118,38,2
119,38,7
120,38,8
121,38,9
122,38,10
123,39,10
124,40,2
125,40,4
126,40,7
127,40,8
128,41,1
129,41,10
130,42,10
131,43,1
132,43,5
133,43,6
134,43,7
135,43,8
136,43,10
137,44,1
138,44,4
139,44,7
140,44,8
141,46,1
142,46,2
143,46,6
144,46,10
145,47,6
146,47,10
147,48,4
148,48,6
149,48,7
150,48,8
151,48,10
152,48,11
153,49,6
154,49,8
155,49,9
156,49,10
157,50,4
158,50,5
159,50,9
160,50,10
161,51,1
162,51,2
163,51,4
164,51,5
165,51,6
166,51,7
167,51,8
168,51,10
169,51,11
170,52,9
171,52,10
172,53,1
173,53,5
174,53,10
175,54,1
176,56,5
177,56,10
178,57,10
179,58,1
180,58,5
181,58,10
182,59,2
183,59,6
184,60,10
185,61,1
186,61,4
187,61,6
188,61,10
189,62,8
190,62,10
191,63,1
192,63,8
193,64,9
194,64,10
195,65,4
196,65,10
197,66,4
198,67,1
199,67,2
200,67,5
201,67,9
202,67,10
203,67,11
204,68,10
205,70,5
206,70,6
207,70,8
208,70,9
209,70,10
210,71,1
211,71,2
212,71,6
213,71,9
214,71,10
215,72,1
216,72,2
217,72,5
218,72,6
219,72,9
220,72,10
221,72,11
222,73,1
223,73,7
224,73,9
225,73,10
226,73,11
227,74,1
228,74,5
229,74,10
230,75,10
231,77,1
232,77,2
233,77,4
234,77,8
235,78,1
236,78,4
237,78,5
238,78,7
239,78,8
240,79,1
241,79,2
242,79,7
243,79,8
244,79,10
245,80,1
246,80,2
247,80,5
248,80,6
249,80,10
250,81,5
251,83,10
252,85,1
253,85,2
254,85,4
255,86,5
256,86,6
257,86,10
258,87,4
259,89,1
260,89,4
261,90,1
262,90,5
263,90,8
264,90,10
265,91,4
266,91,5
267,91,6
268,91,10
269,92,1
270,92,5
271,93,1
272,93,2
273,93,5
274,93,6
275,93,10
276,94,6
277,94,9
278,94,10
279,95,1
280,95,6
281,96,4
282,96,11
283,97,4
284,97,6
285,97,7
286,97,10
287,98,10
288,99,1
289,99,2
290,99,4
291,99,9
292,99,10
293,99,11
294,100,1
295,101,3
296,101,4
297,101,7
298,102,1
299,102,2
300,102,5
301,102,6
302,102,10
303,103,1
304,103,2
305,103,6
306,103,10
307,104,1
308,105,10
309,106,1
310,106,7
311,107,4
312,108,1
313,108,2
314,108,5
315,109,1
316,110,1
317,110,2
318,110,4
319,110,5
320,110,9
321,110,10
322,110,11
323,111,6
324,111,10
325,112,1
326,112,4
327,113,1
328,113,2
329,114,1
330,114,2
331,114,5
332,114,6
333,114,10
334,115,1
335,115,6
336,115,10
337,115,11
338,116,5
339,116,6
340,116,10
341,117,1
342,117,5
343,117,6
344,117,10
345,118,10
346,119,1
347,119,2
348,119,10
349,119,11
350,120,1
351,120,2
352,120,5
353,120,6
354,120,8
355,120,10
356,121,2
357,121,4
358,121,5
359,121,7
360,121,8
361,121,11
362,122,1
363,122,5
364,122,6
365,122,9
366,122,10
367,122,11
368,123,1
369,123,5
370,124,9
371,125,4
372,125,5
373,125,6
374,125,10
375,126,1
376,126,4
377,126,5
378,126,6
379,126,7
380,126,10
381,128,1
382,128,10
383,128,11
384,129,1
385,129,2
386,129,5
387,129,6
388,129,10
389,130,1
390,130,10
391,131,1
392,131,7
393,131,9
394,131,10
395,131,11
396,132,1
397,132,2
398,132,5
399,132,6
400,132,10
401,132,11
402,133,4
403,133,7
404,133,10
405,133,11
406,134,3
407,134,4
408,135,7
409,135,10
410,136,1
411,136,2
412,136,3
413,136,4
414,136,5
415,136,10
416,138,4
417,138,10
418,139,7
419,139,8
420,140,1
421,140,5
422,140,6
423,140,10
424,141,1
425,141,2
426,141,5
427,141,11
428,142,5
429,142,6
430,142,9
431,142,10
432,143,1
433,144,2
434,144,5
435,144,6
436,144,10
437,144,11
438,145,1
439,145,2
440,145,6
441,145,9
442,145,10
443,145,11
444,146,2
445,146,6
446,146,10
447,146,11
448,147,2
449,147,10
450,148,1
451,148,5
452,148,6
453,148,7
454,148,8
455,148,10
456,148,11
457,149,7
458,149,8
459,149,10
460,150,1
461,150,8
462,150,10
463,152,1
464,152,2
465,152,4
466,152,10
467,152,11
468,153,1
469,153,6
470,153,7
471,153,8
472,153,10
473,154,4
474,154,5
475,154,6
476,154,9
477,154,10
478,155,5
479,155,7
480,155,10
481,156,1
482,156,10
483,157,5
484,157,7
485,157,8
486,158,6
487,158,10
488,158,11
489,159,8
490,159,10
491,160,4
492,161,6
493,161,9
494,161,10
495,162,1
496,163,10
497,164,1
498,164,6
499,164,10
500,165,1
501,165,2
502,165,7
503,165,8
504,165,11
505,166,7
506,166,8
507,166,10
508,167,1
509,167,5
510,167,6
511,167,10
512,167,11
513,168,1
514,168,2
515,168,5
516,168,8
517,168,10
518,169,6
519,169,10
520,170,1
521,170,2
522,170,4
523,170,6
524,170,7
525,170,8
526,170,10
527,170,11
528,172,2
529,172,3
530,172,4
531,172,5
532,172,10
533,173,1
534,173,2
535,173,4
536,173,10
537,174,10
538,175,4
539,177,1
540,177,8
541,178,1
542,178,5
543,178,6
544,178,9
545,178,10
